Pop_Total,Net_Migration,Mortality_Rate,Fertility_Rate,Pop_Density,Female_Pop,Electricity,Mobile_Users,Land_Area,GDP,GDP_PCAP,Inflation,GINI,Military_Expense,Unemployment,Labor_Force,Labor_Female,Primary_Completion,Literacy_Rate,Political_Stability,Count_Athlete,Count_Medal,Count_Male,Count_Female,Urban_Pop_Ratio,Pop_15_64_Ratio,Pop_0_14_Ratio,Foreign_Invest_GDP_Ratio,Is_Summer
-0.02100924595377333,-0.5338712448718076,0.8162891918569635,1.1196394752520815,-0.1589222657749711,-0.35456199958908174,-0.20191828621349042,0.560531650746898,-0.07852584355065274,-0.21912702921808455,-0.5362119475957738,-0.06125126337635006,9.358826914353492e-16,-0.49061091221440367,0.2546112136127083,-0.16460973455455982,-2.286600822020366,-0.005033351106173094,0.0,-2.8725687631050385,3,0,2,1,-0.24252221001748292,-0.28231576284402515,1.314259576729623e-06,0.03130933644000542,1
-0.250321454199676,0.016125950613523624,-0.06928731793419732,0.9182443087303758,-0.139245958406695,-0.8504726275647969,0.6353945573152816,-0.8005525477988844,-0.4057573561363549,-0.23347236168603683,-0.5703327235982357,1.5445092077360658,-1.76113821525031,1.0890963231107558,4.173337518585698,-0.25317571755588,0.20953573058148436,0.24873410327461923,1.1644111073944312,-0.6588037399724327,5,0,4,1,-0.22468988978798193,-0.24581815855306208,1.8413669943475978e-05,0.03328960138634772,1
-0.24321470486278,-0.3639082607387515,-0.06928731793419732,-0.26080266890081966,-0.11418050073415369,-0.3460679708374865,0.6353945573152816,-0.8005525477988844,-0.4057573561363549,-0.23347236168603683,-0.5703327235982357,1.5445092077360658,-1.76113821525031,1.0890963231107558,4.173337518585698,-0.25317571755588,0.20953573058148436,0.24873410327461923,1.1644111073944312,-0.6588037399724327,9,0,7,2,-0.228427765429987,-0.2539737301184195,9.926361835757286e-06,0.03328960138634772,1
-0.24377399220950308,-0.39815188118589645,-0.17579317879994907,-0.34490174942636703,-0.11615310348845291,-0.08060031337186237,0.6353945573152816,-0.7990796792615819,-0.4057573561363549,-0.23123601086640172,-0.529726828735141,0.09071423898651655,-1.76113821525031,-0.347816551700746,1.3124128079698336,-0.25451738644946986,0.1957414082612176,0.24873410327461923,1.1644111073944312,-0.6588037399724327,9,0,3,6,-0.227132174890275,-0.25321604644659285,9.935351600559937e-06,0.03108634517965364,1
-0.24433327955622616,-0.38598945355384207,-0.289906601156112,-0.5573625844382767,-0.11812570624275213,0.07407924170539293,0.6177056954239764,-0.7809396026541632,-0.4057573561363549,-0.2309895793176639,-0.5238699322382735,0.00431361827818617,-1.3659968770868036,-0.40572741440264176,2.2190363624344602,-0.2548856405856897,0.217156973738891,0.6297446836880602,1.1644111073944312,-0.8653123177270512,5,0,2,3,-0.22575163481533583,-0.2519333205410165,9.564134597512938e-06,0.0314123373082461,1
-0.24477280355166123,-0.3347462025214375,-0.4166992926629597,-0.7460322321962484,-0.11967590445312767,0.03412433618313564,0.6158808253705509,0.06102910706427647,-0.4057573561363549,-0.22773764852068948,-0.46129441700705676,0.019514130008302006,-1.3659968770868036,-0.34688753146013057,1.735574949635783,-0.2553979529801428,0.23979485535582523,0.619521596245316,1.1644111073944312,-0.7508395500551083,7,0,5,2,-0.2236944975148159,-0.2503654931550027,8.716403663943277e-06,0.03173895047529339,1
-0.2450162662054913,-0.2947101564942776,-0.4826314922465206,-0.8378772806649384,-0.12053459561488575,-0.025131002061343208,0.6164162407266607,0.5316079707679345,-0.4057573561363549,-0.2262352665766173,-0.4312254837485005,0.020132437118046995,-1.3659968770868036,-0.2654308151729785,1.6146206594580426,-0.2558391906013955,0.28787950016219926,0.8686238797056947,1.1644111073944312,-0.8329878970475727,3,0,3,0,-0.22251906994440554,-0.24941259513324612,8.200565278298252e-06,0.03160079276345169,0
-0.24533647282972648,-0.24784871158136665,-0.5434919841698075,-0.8799268209277121,-0.12166396225014406,-0.08835399893947918,0.6353945573152816,0.5192745810614265,-0.4057573561363549,-0.22273669975152285,-0.36107715236792376,0.026608960353842047,-1.3659968770868036,-0.08336464133227632,1.1574845921686385,-0.25637379957777356,0.34819698369072044,0.8686238797056947,1.1644111073944312,-0.34794669083498037,12,0,7,5,-0.22122948759645647,-0.24827696094730317,7.694721774115042e-06,0.032503690747614576,1
-0.2455792346577038,-0.19561136258268916,-0.5992807684328205,-0.8755005535316307,-0.12252018160377774,-0.1405038363642952,0.624336499240764,1.1354039156510858,-0.4057573561363549,-0.2235745645187833,-0.3749377351851931,0.02868915318246516,-1.497710656474639,-0.2694367078571668,1.3406947669966873,-0.25554657800816794,0.2911232656355883,0.8108069586932449,1.2609354136570206,-0.5114175412722226,2,0,2,0,-0.2199900229040612,-0.24729887311036947,7.201641814437692e-06,0.03242577619065699,0
-0.24566857225631206,-0.14349619322232457,-0.6474619912054227,-0.8555823502492641,-0.1228352747202405,-0.16831010624405393,0.6322865873615064,1.7345843181826486,-0.4057573561363549,-0.22322964166452075,-0.3672453023956815,0.017820763211658864,-1.497710656474639,-0.3006508888383326,1.2144042581346346,-0.2547259733062483,0.33916340058441463,1.350421679056536,1.2609354136570206,-0.462826426965268,10,0,7,3,-0.21890821809719258,-0.24676991200396806,6.763261408285819e-06,0.032182979560155506,1
-0.2457485442730694,-0.1119460784379862,-0.677892237167066,-0.8655414518904474,-0.1231173354917682,-0.1744855381935333,0.6338405723383937,1.6397550627361557,-0.4057573561363549,-0.2224322581915819,-0.35063398998068956,0.015055173573545634,-0.7601134919027601,-0.36200891949526814,2.0450756333258857,-0.25575222403486364,0.12090328211251927,1.203970101739127,0.0,0.17652560405929288,2,0,0,2,-0.217862289212231,-0.2464942024800785,6.4421049192148155e-06,0.032362201243634744,0
-0.2458405931474516,-0.09318595033703653,-0.6880356524876139,-0.9335953131051997,-0.12344199125986371,-0.16645532943710964,0.6319757903661283,1.6496745420277277,-0.4057573561363549,-0.22363226430535407,-0.37344695647396103,0.012666490193697654,-0.8786558933518118,-0.46805127710851,1.5772671286678577,-0.2543540855482436,0.39676242671910933,0.993399414249332,0.0,0.025690775944497396,6,0,3,3,-0.21683564397475819,-0.24635229810013462,6.186813700402872e-06,0.032377628578928716,1
-0.17998421429027478,-0.5548583745620056,2.7528362334715504,2.453605811746128,-0.19175353667169365,-0.4694192716481419,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.23039753458388165,-0.5465482150520242,-0.1427467373039131,0.28701105423053247,0.40343353191986114,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-2.0129393518187175,-0.7373489529301822,-2.1414562230855547,7,0,7,0,-0.23957845337103129,-0.27820102301327676,3.846749699697588e-06,0.030881656739719862,1
-0.17282109448604774,-0.17171413605267544,2.768051356452372,2.4436467101049444,-0.19146289152963375,-0.5853196538766557,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.22956984930717522,-0.5438808256271711,-0.1427467373039131,0.28701105423053247,0.0185556204926557,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-2.0129393518187175,-0.7373489529301822,-2.1414562230855547,9,0,9,0,-0.23957593877334563,-0.278730022815407,3.5776608245256016e-06,0.03097019647821143,1
-0.16398096920658264,-0.2152545162514455,2.570254757701689,2.383338816833335,-0.1911042015261298,-0.5846679351246009,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.22701120404117606,-0.5350186508752997,-0.1427467373039131,0.28701105423053247,-0.33889136902229083,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-2.0129393518187175,-0.7373489529301822,-2.1414562230855547,7,0,7,0,-0.23985253661164582,-0.27917980183047797,3.25451534997126e-06,0.03108787421185948,1
-0.13354367767693992,0.1299862662812767,1.6142378637400583,2.0546884626742874,-0.18986920181059644,-0.5203160555724171,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.1957772950500005,-0.4451321250837767,-0.10279246724555502,0.28701105423053247,-0.2052250716000634,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-1.1279815664963524,-0.7373489529301822,-2.1414562230855547,63,0,63,0,-0.24042273748397452,-0.2803919425572087,2.4765216935284937e-06,0.0313124125575438,1
-0.11475480556748299,0.28269970693252416,0.7444400000030829,1.6491317125083251,-0.1891068392433564,-0.4798109459821397,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.18581105230094924,-0.4325702056957779,-0.11234510882767045,0.28701105423053247,-0.35666583878074,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-0.5979499174642078,-0.7373489529301822,-2.1414562230855547,33,2,33,0,-0.24058393272893602,-0.28084203849325695,2.118795068478718e-06,0.031214002855356714,1
-0.09458314033902879,-0.13722615632890472,0.19923142652363804,1.0073229400765151,-0.18828836954493686,-0.45846059987293364,0.5886360977324985,-0.7318828058942917,0.8272408023083772,-0.1810785703635505,-0.4362165828155282,-0.12737420220611814,0.28701105423053247,-0.3590339914364816,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-0.36620045379549526,-0.7373489529301822,-2.1414562230855547,45,0,42,3,-0.2407374616391316,-0.2812023857983329,1.807198735308331e-06,0.03121936023938964,1
-0.07684810501974759,-0.1725971616204821,0.11554825012911846,0.5635896336193498,-0.18756876663437713,-0.4533052810058048,0.5886360977324985,-0.7315083651120438,0.8272408023083772,-0.19081090184512958,-0.46847318991631054,0.0482026486623035,9.358826914353492e-16,-0.1886078315269621,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-0.29092701758773515,-0.7373489529301822,-2.1414562230855547,36,2,34,2,-0.2408391202508718,-0.28142159882011375,1.5635287181745323e-06,0.031218384284316846,1
-0.07684810501974759,-0.1725971616204821,0.11554825012911846,0.5635896336193498,-0.18756876663437713,-0.4533052810058048,0.5886360977324985,-0.7315083651120438,0.8272408023083772,-0.19081090184512958,-0.46847318991631054,0.0482026486623035,9.358826914353492e-16,-0.1886078315269621,3.1628158099602244,-0.184531516854502,-3.2919185428389253,-0.29092701758773515,-0.7373489529301822,-2.1414562230855547,8,0,6,2,-0.2408391202508718,-0.28142159882011375,1.5635287181745323e-06,0.031218384284316846,0
-0.06101700825007732,-0.08742129285663815,0.04454434288528384,-0.056641085256562806,-0.18692641644404948,-0.46395738219005667,0.5886360977324985,-0.7310371792141417,0.8272408023083772,-0.191742833471262,-0.47726012880222246,-0.04034598998511468,9.358826914353492e-16,0.22779893899064707,3.898324618614577,-0.16892038899406378,-3.230807042902689,-0.24457853888222283,-0.7373489529301822,-2.1414562230855547,47,3,41,6,-0.24090105374186668,-0.2815267674876886,1.33857765973087e-06,0.03128397219257734,1
-0.04834560253533661,-0.13820914705533105,-0.06703322564074209,-0.3720126372273661,-0.18641227140463718,-0.5353806188677592,0.5886360977324985,-0.726028621805107,0.8272408023083772,-0.18485254649420874,-0.46918819685969415,-0.16535761713539418,9.358826914353492e-16,0.3759039126270924,4.121556433574967,-0.15537266345621084,-3.1225494554568956,-0.22763174719712576,-0.7373489529301822,-1.7853005523627659,51,5,41,10,-0.24091644139091217,-0.2814929653107976,1.0995159555992713e-06,0.03128054613042436,1
-0.036059452826258304,-0.2472100452901857,-0.20143347863800062,-0.4018899421509158,-0.18591375821134154,-0.528337652674728,0.5876570321853817,-0.41727044263624646,0.8272408023083772,-0.15804039708028017,-0.4268110608700187,-0.14066438286240876,9.358826914353492e-16,0.3106459156414778,1.965724085112874,-0.14377115947303296,-2.9990062183641095,0.3826429739308906,-0.7373489529301822,-1.7107769886707653,71,0,54,17,-0.24092600772777015,-0.2814874326278454,9.195498507283378e-07,0.031358935989779534,1
-0.0295120828637226,-0.2145769746208014,-0.2648298243914245,-0.35098786709597907,-0.18564809725286407,-0.5297959192450662,0.5904999501971472,0.5837516844955294,0.8272408023083772,-0.13021648429392313,-0.3828821952130053,-0.15191344558573475,9.358826914353492e-16,0.031249054589543922,1.0087622010595696,-0.13910015987650323,-2.933153646636004,-0.013709812797909296,-0.7373489529301822,-1.4744031984755208,3,0,1,2,-0.2409362841232618,-0.2815227043910556,8.563602899834515e-07,0.03143337367328782,0
-0.02148081680411328,-0.22116356784985003,-0.3206186086544374,-0.2685486368439621,-0.18532222688790959,-0.5286518221248545,0.6091477699198024,0.906200857047261,0.8272408023083772,-0.08283469075489532,-0.3102932032325642,-0.13455152835630688,9.358826914353492e-16,0.19753112790923127,0.8415606822844568,-0.1345017902998522,-2.863366917932717,1.251079186057888,-0.5538398593309689,-1.443363445591658,57,2,35,22,-0.2409623701038644,-0.2815946821749675,8.052226485385162e-07,0.03143376562810572,1
-0.012371836321990206,-0.21638745471580126,-0.3637281237667657,-0.21875312863804589,-0.18495262802615592,-0.5261630486223621,0.5970547809935196,1.183280298963063,0.8272408023083772,-0.09143204403146717,-0.33290867906117527,-0.14101023420096706,9.358826914353492e-16,0.41284401785497304,0.5978733623675371,-0.12843055970298978,-2.8081837350334555,0.4677654534467382,0.0,-1.6094128561855565,1,0,1,0,-0.24099956953554547,-0.28169814211133704,7.6894045108467e-07,0.03141818201281845,0
-0.0024313011888593625,-0.2277612683187453,-0.3916225158982721,-0.15623210166839546,-0.18454928865380377,-0.5231518034127386,0.5925095780355628,1.3780237376547615,0.8272408023083772,-0.049424274603650495,-0.27696189861353593,-0.10706206125670958,9.358826914353492e-16,0.8244971367065703,0.7775260580727114,-0.12190361355215987,-2.600260461367447,0.5345759306870005,0.0,-1.6761039713141046,39,1,22,17,-0.2410442615773309,-0.2818276119910286,7.469651717925438e-07,0.03132866606148854,1
0.01936343424036408,-0.23391467919377557,-0.42712446952018956,-0.10367017633992816,-0.1836649673942729,-0.5133626632487293,0.6133029060806903,1.7110497443527461,0.8272413260212472,-0.09246187100788905,-0.35944250741378825,-0.12406042511806978,9.358826914353492e-16,1.6642676221875583,0.6405631118420336,-0.11307279566506016,-2.438912425144009,0.5718847289104356,0.0,-1.4473193145097125,74,2,61,13,-0.24114665960307893,-0.2821324289142561,7.296939618263209e-07,0.031365930986915966,1
-0.26599327944548834,-0.025537306051166834,-0.7155355784677657,-1.1139657094955187,-0.15261240134938553,-1.536550091905725,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23275201769819076,-0.1691650853082888,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,3,0,3,0,3.7124938790344375,3.4516401632737757,0.0009092511010669591,0.0,1
-0.26599327944548834,-0.025537306051166834,-0.7155355784677657,-1.1139657094955187,-0.15261240134938553,-1.536550091905725,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23275201769819076,-0.1691650853082888,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,11,0,11,0,3.7124938790344375,3.4516401632737757,0.0009092511010669591,0.0,0
-0.26594856109284104,-0.027397768725476522,-0.7155355784677657,-1.1139657094955187,-0.14341758323942014,-1.5952264490909163,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23255968147764458,0.07052320334097771,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,2,0,2,0,3.146320452095077,2.8777369495185248,0.0006664467540889248,0.0,1
-0.26594856109284104,-0.027397768725476522,-0.7155355784677657,-1.1139657094955187,-0.14341758323942014,-1.5952264490909163,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23255968147764458,0.07052320334097771,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,9,0,9,0,3.146320452095077,2.8777369495185248,0.0006664467540889248,0.0,0
-0.26590205174079223,-0.025009712158452144,-0.7155355784677657,-1.1139657094955187,-0.1338545066235467,-1.4640800575551172,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23266178204073523,-0.16583101897121028,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,2,0,2,0,2.698690440937157,2.444701012125752,0.0005045200617796615,0.0,1
-0.26590205174079223,-0.025009712158452144,-0.7155355784677657,-1.1139657094955187,-0.1338545066235467,-1.4640800575551172,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.23266178204073523,-0.16583101897121028,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,6,0,6,0,2.698690440937157,2.444701012125752,0.0005045200617796615,0.0,0
-0.26584915000748005,-0.02349357391938783,-0.7155355784677657,-1.1139657094955187,-0.12297705281069704,-1.3740309710858307,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.2323182239840538,0.1706039351345236,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,4,0,4,0,2.265872767056893,2.072460483981344,0.00038200486082234263,0.0,1
-0.26584915000748005,-0.02349357391938783,-0.7155355784677657,-1.1139657094955187,-0.12297705281069704,-1.3740309710858307,0.6350146943209313,-0.5283050933737052,-0.41986094372647215,-0.2323182239840538,0.1706039351345236,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,9,0,4,5,2.265872767056893,2.072460483981344,0.00038200486082234263,0.0,0
-0.2657951439425211,-0.02469315582282333,-0.7383582629389983,-1.1139657094955187,-0.11187253051199103,-1.3146696835870084,0.6350146943209313,-0.5001455500393397,-0.41986094372647215,-0.23188932461456266,0.5015238426938179,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,8,0,7,1,1.9155848828513904,1.784800410938273,0.00029324635313406945,0.0,1
-0.2657951439425211,-0.02469315582282333,-0.7383582629389983,-1.1139657094955187,-0.11187253051199103,-1.3146696835870084,0.6350146943209313,-0.5001455500393397,-0.41986094372647215,-0.23188932461456266,0.5015238426938179,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,14,0,11,3,1.9155848828513904,1.784800410938273,0.00029324635313406945,0.0,0
-0.26576856919250713,-0.024537654464970582,-0.75357338591982,-1.1139657094955187,-0.10640833117926819,-1.2514526127256387,0.6350146943209313,-0.5013969631937235,-0.41986094372647215,-0.23205826944541033,0.27809447559922895,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,13,0,8,5,1.7734719339759182,1.6647299829734108,0.0002634132201321215,0.0,0
-0.2657465533500609,-0.03171293140589034,-0.7662526550705049,-1.1139657094955187,-0.10188151713431137,-1.1799651748556683,0.6350146943209313,-0.34908017574195827,-0.41986094372647215,-0.23187700738745448,0.3990698013739114,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9345386868411942,8,0,6,2,1.6661809791777222,1.5664821886489644,0.00024317902563369918,0.0,1
-0.2657391982181311,-0.03170737778596703,-0.7814677780513265,-1.1139657094955187,-0.10036918279581934,-1.0417178279263144,0.6350146943209313,-0.0746260489838327,-0.41986094372647215,-0.23188760283924365,0.37451455769738745,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9480981208850137,7,0,5,2,1.6257259497507206,1.5191836170417674,0.00023665731411128772,0.0,0
-0.26573274920447565,-0.03191286172312959,-0.7941470472020112,-1.1139657094955187,-0.09904316106110692,-0.9016350213664547,0.6350146943209313,0.21785861289916356,-0.41986094372647215,-0.23169702180048607,0.5264859107732527,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,0.9319586986453916,5,0,3,2,1.5894097420157292,1.4783490757308433,0.00023113652764483712,0.0,1
-0.26569910956354165,-0.017784452638222568,-0.8068263163526961,-1.1139657094955187,-0.09212630564579023,-0.915513892615679,0.6350146943209313,0.44125439050604226,-0.41986094372647215,-0.2314100085113683,0.6852959589180005,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.543410460534652,0.0,1.0495342795034015,5,0,3,2,1.4525202706087872,1.3658992115691537,0.00021545775939455744,0.0,0
-0.26565604062931564,-0.017484557162363693,-0.8169697316732439,-1.1139657094955187,-0.08327063469739233,-0.998610814658808,0.6350146943209313,1.0610022855042625,-0.41986094372647215,-0.2304100608147236,1.329961853524051,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,0.6762213788423698,0.0,1.170718430159985,6,0,4,2,1.303229796565369,1.246629725516006,0.00019727221805010593,0.0,1
-0.26563276471614417,-0.0461634504463495,-0.8296490008239287,-1.1139657094955187,-0.07848472968780452,-1.0171798797011353,0.6350146943209313,1.2736843643298517,-0.41986094372647215,-0.22991738329097383,1.603646933016436,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,-0.8543874205812996,0.0,1.1174555283553018,10,0,10,0,1.2244061167143738,1.1919548737129657,0.00018814772714755113,0.0,0
-0.2656622560343535,-0.04707424411377275,-0.8423282699746134,-1.108432875250417,-0.08454862271394285,-0.7565306812916791,0.6350146943209313,1.2400986421728417,-0.41986094372647215,-0.2293647475836866,2.1374702218882615,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,-0.8543874205812996,0.0,1.1061006992484648,5,0,3,2,1.2909668970021808,1.2646162009016335,0.00020756823090300441,0.0,1
-0.26569436660069956,-0.048629257692300254,-0.8524716852951613,-1.0973672067602132,-0.09115107561038151,-0.43123350315164716,0.6350146943209313,1.3901310596373357,-0.41986094372647215,-0.22992294840974448,1.86228002008761,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,-0.8543874205812996,0.0,1.0449700016015326,20,0,13,7,1.3848948314258984,1.3639350505891628,0.00022817190381027838,0.0,0
-0.2656979485995027,-0.03254042077446391,-0.860079246785572,0.0,-0.09188759262219766,-0.3328626013371717,0.6350146943209313,1.3557422386018485,-0.41986094372647215,-0.2301523128316524,1.6948875866683792,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,-0.8543874205812996,0.0,1.0572357494515496,6,0,4,2,1.3930264091795568,1.365569177458256,0.00023112111042895947,0.0,1
-0.2656936445376997,-0.03319019430549147,-0.8702226621061198,0.0,-0.09100260775424467,-0.3059722403175909,0.6350146943209313,1.4091920590354918,-0.41986094372647215,-0.2300794205723573,1.7339392199429198,-2.4216610283302356e-17,9.358826914353492e-16,0.0,0.0,0.0,0.0,-0.8543874205812996,0.0,1.0534198170208189,12,0,7,5,1.375655576891156,1.3412741762048779,0.00022256106359764736,0.0,0
